0,2066.3523,2136.7415
2,2080.8159,2138.1877
4,2082.2622,2136.7415
6,2081.78,2139.634
8,2082.7444,2139.1519
10,2086.1191,2143.0088
12,2087.0833,2147.3479
14,2089.9761,2147.8301
16,2095.7615,2155.5439
18,2097.2078,2163.74
20,2098.6541,2167.1147
